site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
PIT4,Henderson Hole,-24.3607,-128.356,Pitcairn Islands,,No take multizoned,MPA,AIPCN3,555624172,pitcairn islands marine reserve,British Overseas Territory - Pitcairn,2016,5,842295.4741,842289.400,High,PS,EC,
PIT5,Henderson NW point,-24.3374,-128.345,Pitcairn Islands,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG1,Anne Sophie's,-5.09096,150.1965,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG10,Kabaira House 1,-4.24195,152.0196,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG2,Charmaine's Reef,-5.23625,150.1063,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG3,Donna's Reef,-5.30049,150.1077,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG4,Inglis Shoal,-5.23648,150.1715,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG5,Kirsty-Jane's,-5.29823,150.1598,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG6,North Ema,-5.15591,150.1598,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG7,Restorf Island,-5.23387,150.1026,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG8,Susan's Reef,-5.2918,150.1311,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PNG9,Walindi House North,-5.43439,150.0872,Papua New Guinea,,Fishing,Fished,,,,,,0,,,,RLS,EC,
POR1,Oporto,41.146,-8.666,Portugal,,Fishing,Fished,,,,,,0,,,,RLS,EC,
GBR83,Sinclair Lagoon,-11.1133,143.0198,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2678,2628,great barrier reef marine park - marine national park - mnp-11-1003,Australia,2014,5,373.9834524,373.928,High,PS,EC,
GBR84,Sinclair Islet West,-11.1077,143.019,Australia,Great Barrier Reef MP,No take multizoned,MPA,AIAUS2678,2628,great barrier reef marine park - marine national park - mnp-11-1003,Australia,2014,5,373.9834524,373.928,High,PS,EC,
POR3,Berlengas (Reserva parcial I),39.41311,-9.50533,Portugal,,Fishing,MPA,AIPRT21,555599535,berlengas marine reserve,Portugal,1981,3,94.19922314,95.565,Low,,,
POR4,Berlengas (Reserva parcial II),39.40814,-9.51217,Portugal,,Fishing,MPA,AIPRT21,555599535,berlengas marine reserve,Portugal,1981,3,94.19922314,95.565,Low,,,
POR5,Sagres,37.00883,-8.92507,Portugal,,Fishing,MPA,AIPRT49,18945,southwest alentejo and vicentina coast,Portugal,1988,3,287.0007966,895.605,Low,,,
PPB10,North Rd Brighton,-37.8971,144.9827,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB11,Ricketts Point,-37.9915,145.0283,Australia,Ricketts Point Marine Sanctuary,No take,MPA,AIAUS1701,305353,ricketts point marin sanctuary,Australia,2002,5,NA,1.153,High,PS,EC,Year of protection updated.
PPB12,Davey Bay Mt. Eliza,-38.1627,145.0879,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB13,Point Cooke Marine Sanctuary,-37.9262,144.7951,Australia,Point Cooke Marine Sanctuary,No take,MPA,AIAUS1570,305374,point cooke marine sanctuary,Australia,2002,5,NA,2.885,High,PS,EC,
PPB14,Rye Pier step off,-38.3662,144.823,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB15,Ricketts Pt,-37.9949,145.0294,Australia,Ricketts Point Marine Sanctuary,No take,MPA,AIAUS1701,305353,ricketts point marin sanctuary,Australia,2002,5,NA,1.153,High,PS,EC,Year of protection updated.
PPB16,Steeles Rocks,-38.1114,144.6649,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB17,South Werribee Duncans Rd,-37.9709,144.7029,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB18,Altona Beach,-37.8717,144.8395,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB19,Point Gellibrand Williamstown,-37.8729,144.9044,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB20,Williamstown SLSC,-37.8686,144.8881,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB21,Point Gellibrand South,-37.8684,144.9127,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB23,P.S.Ozone,-38.1385,144.713,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB25,St Leonards Reef,-38.1702,144.7217,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB26,Indented Head North,-38.1325,144.7099,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB28,West Sorrento,-38.3279,144.741,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB30,Pt Lillias,-38.0959,144.4391,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB31,Dandos Rd Quarry,-38.0858,144.4665,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB32,Pt Lillias East,-38.0924,144.4441,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB34,Governors Reef,-38.1488,144.7234,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB37,Indented Head Reef,-38.1394,144.7146,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB38,Sorrento Pier,-38.3353,144.7455,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB42,White Cliffs,-38.3441,144.7591,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB48,Fishermansrock,-38.2264,145.0252,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB49,Brighton Boat Sheds,-37.9176,144.9825,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB50,Brighton Outer Wall Reef,-37.9085,144.9807,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB51,Long Reef,-38.0277,144.5812,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB53,Blairgowrie Pier,-38.3573,144.7737,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB54,Unknown Wreck Reef,-38.1565,144.7204,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB55,Blairgowrie Breakwater,-38.355,144.7722,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB56,Point Cook Pines,-37.9293,144.7947,Australia,Point Cooke Marine Sanctuary,No take,MPA,AIAUS1570,305374,point cooke marine sanctuary,Australia,2002,5,NA,2.885,High,PS,EC,
PPB57,RAAF Base,-37.9462,144.7687,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB58,Jawbone,-37.8658,144.8763,Australia,Jawbone Marine Sanctuary,No take,MPA,AIAUS900,305405,jawbone marine sanctuary,Australia,2002,5,0.3,0.176,High,PS,EC,
PPB59,Point Gelibrand,-37.8658,144.8997,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB60,Ricketts Point Tea House,-37.9974,145.0295,Australia,Ricketts Point Marine Sanctuary,No take,MPA,AIAUS1701,305353,ricketts point marin sanctuary,Australia,2002,5,NA,1.153,High,PS,EC,Year of protection updated.
PPB61,Halfmoon Bay,-37.9719,145.0088,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB62,Long Reef Outer,-38.0282,144.59,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB63,Schnapper Pt.,-38.2144,145.0319,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB64,Williamstown Breakwall (Deep),-37.8695,144.8888,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB7,Portarlington Pier,-38.1105,144.6523,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPB8,St.Leonards Pier-Rock wall,-38.1702,144.7217,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S1,Point Franklin,-38.3173,144.7173,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S10,Merlan Outer,-38.2901,144.6226,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S11,Lonsdale Kelp Inner,-38.2854,144.6275,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,1981,5,0.03,0.031,High,Mix,EC,Year of protection updated.
PPH-S13,Lonsdale Point,-38.2967,144.613,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S14,Lonsdale Back Beach,-38.2902,144.5888,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S15,Lonsdale Pt SW,-38.2941,144.5983,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S16,Kelp Bed Drift,-38.283,144.6343,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S17,Kelp Beds,-38.2847,144.6365,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S18,Lonsdale Surf Club,-38.2946,144.6103,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S2,Pt Nepean offshore,-38.3021,144.6587,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S3,Pt Nepean Inner West,-38.3041,144.6559,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH-S4,Sth Channel Fort,-38.3069,144.801,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S5,Shortland Bluff,-38.2753,144.6555,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH-S6,Victory Shoal,-38.2802,144.6251,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S7,Merlin Inner,-38.2873,144.62,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH-S8,Nepean Inner East,-38.3043,144.659,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH-S9,Lonsdale Kelp Outer,-38.2864,144.6296,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH18,Portsea Pier,-38.3177,144.7133,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH19,Portsea Bay Reef,-38.3175,144.7102,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH20,Quarrantine Reef,-38.314,144.7025,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH21,Quarantine,-38.3138,144.7023,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH22,Quarantine Station,-38.3138,144.7179,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH23,Portsea Hole,-38.3095,144.7145,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH24,Pt Nepean Radar,-38.3063,144.6645,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH25,Nepean Point South,-38.3061,144.6487,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH26,Nepean Reef,-38.3042,144.6461,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH27,Point Nepean Jetty,-38.3026,144.6541,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.315,High,Mix,EC,
PPH28,Isabella Watson,-38.3013,144.648,Australia,Port Phillip Heads Marine National Park,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH29,SE Outer Pt Lonsdale Reef,-38.2965,144.6174,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH30,George Roper,-38.2953,144.615,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH31,Foggy reef,-38.2945,144.6274,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH32,Pt Lonsdale Outer Reef,-38.2941,144.6173,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH33,Pt Lonsdale Pier,-38.2918,144.6158,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH34,Light of the Age,-38.2888,144.5941,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH35,Lonsdale Shops Reef,-38.2858,144.6182,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH36,Jordan Road Outer Reef,-38.28,144.622,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH37,Inner Jordan Rd,-38.2794,144.6197,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH38,Outer Springs Reef,-38.2777,144.6237,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH39,The Springs,-38.2768,144.6224,Australia,Port Phillip Heads Marine National Park,No take multizoned,MPA,AIAUS1591,305993,port phillip heads marine national park,Australia,2002,5,3.77,3.640,High,Mix,EC,
PPH40,Cottage by the Sea,-38.2746,144.6492,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PPH41,Shortlands Bluff East,-38.2741,144.6618,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
PS1,NE North Rock,-32.5992,152.324,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
PS10,Fingal Bay Point - West,-32.7478,152.1732,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS11,Fingal Sponges Fingal Island,-32.7412,152.2073,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
PS12,Zenith Beach,-32.7186,152.1881,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
PS13,Pipeline,-32.718,152.1413,Australia,Fly Point-Halifax Park,Restricted take multizoned,MPA,AIAUS1621,555548201,port stephens - great lakes marine park - special purpose zone - nelson bay marina special purpose zone,Australia,1983,1,NA,0.041,High,PS,EC,
PS15,Kingsley Point,-32.7914,152.1078,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS16,Seahorse gardens,-32.7152,152.1504,Australia,Fly Point-Halifax Park,Restricted take multizoned,MPA,AIAUS1596,555548201,port stephens - great lakes marine park - habitat protection zone - dutchmans beach habitat protection zone,Australia,1983,3,2.15870163,2.167,High,PS,EC,
PS17,Fly Point Nelson Bay,-32.7145,152.1518,Australia,Fly Point-Halifax Park,No take,MPA,AIAUS1615,555548201,port stephens - great lakes marine park - special purpose zone - fly point cover special purpose zone,Australia,1983,5,NA,0.002,High,Mix,EC,Level of protection updated from RLS data.
PS18,Tomaree Head Tubes,-32.7116,152.1848,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1613,555548201,port stephens - great lakes marine park - general use zone - general use zone,Australia,2007,2,36.63,35.975,High,Mix,EC,Year of protection updated.
PS2,Nth Shark Gutters,-32.6183,152.3343,Australia,Port Stephens Great Lake Marine Park,No take multizoned,MPA,AIAUS1639,555548201,port stephens - great lakes marine park - sanctuary zone - broughton island sanctuary zone,Australia,2007,4,8.188550945,8.180,High,Mix,EC,Year of protection updated.
PS20,Halifax Park,-32.7098,152.1593,Australia,Fly Point-Halifax Park,No take,MPA,AIAUS1644,555548201,port stephens - great lakes marine park - sanctuary zone - fly point - corrie island sanctuary zone,Australia,1983,5,8.047749326,8.224,High,RLS,EC,Level of protection updated from RLS data.
PS21,Inner Light Rocks,-32.7095,152.1613,Australia,Fly Point-Halifax Park,No take,MPA,AIAUS1644,555548201,port stephens - great lakes marine park - sanctuary zone - fly point - corrie island sanctuary zone,Australia,1983,4,8.047749326,8.053,High,PS,EC,
PS22,Boondelbah Island North,-32.7048,152.2288,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
PS23,Kingsley Arch,-32.7916,152.1101,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS24,Cabbage Tree Island North East,-32.6871,152.2283,Australia,Port Stephens Great Lake Marine Park,No take multizoned,MPA,AIAUS1640,555548201,port stephens - great lakes marine park - sanctuary zone - cabbage tree island sanctuary zone,Australia,2007,4,3.630554469,3.613,High,Mix,EC,Year of protection updated.
PS25,Jimmys Beach Barnes Rocks,-32.6827,152.1584,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1613,555548201,port stephens - great lakes marine park - general use zone - general use zone,Australia,2007,2,36.63,35.975,High,Mix,EC,Year of protection updated.
PS26,Fishermans bay west,-32.7901,152.0925,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS27,Boat Harbour South,-32.7892,152.1125,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS28,Blanch Reserve,-32.7885,152.0834,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS29,Boat Harbour North,-32.7876,152.1143,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,32.635,32.101,High,Mix,EC,Year of protection updated.
PS3,Cabbage Tree Island West,-32.6888,152.2222,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1595,555548201,port stephens - great lakes marine park - habitat protection zone - cabbage tree island habitat protection zone,Australia,2007,3,1.288783928,1.297,High,Mix,EC,Year of protection updated.
PS30,Boondlebah Island Gutter,-32.7088,152.2279,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
PS31,Cabbage Tree Island East,-32.6892,152.2272,Australia,Port Stephens Great Lake Marine Park,No take multizoned,MPA,AIAUS1640,555548201,port stephens - great lakes marine park - sanctuary zone - cabbage tree island sanctuary zone,Australia,2007,4,3.630554469,3.613,High,Mix,EC,Year of protection updated.
PS32,Fingal Is- North East,-32.7415,152.202,Australia,Port Stephens Great Lake Marine Park,Restricted take multizoned,MPA,AIAUS1594,555548201,port stephens - great lakes marine park - habitat protection zone - coastal habitat protection zone,Australia,2007,3,202.684,201.864,High,Mix,EC,Year of protection updated.
